id,name,location_desc,country_code,state
id_STIB,INSTIB,Sitai,IN,West Bengal
id_HGLB,INHGLB,Hingalganj,IN,West Bengal
id_GJXB,INGJXB,Ghojadanga,IN,West Bengal
id_GED2,INGED2,Gede Railway Station,IN,West Bengal
id_PTP8,INPTP8,Patrapole,IN,West Bengal
id_CBDB,INCBDB,Changrabandh,IN,West Bengal
id_FBRB,INFBRB,Fulbari,IN,West Bengal
id_CCU1,INCCU1,Kolkata Sea,IN,West Bengal
id_HAL1,INHAL1,Haldia,IN,West Bengal
id_SLT6,INSLT6,Salt Lake (EPZ/SEZ),IN,West Bengal
id_FLT6,INFLT6,Falta (EPZ/SEZ),IN,West Bengal
id_IXB4,INIXB4,Bagdogra,IN,West Bengal
id_BNT6,INBNT6,TCS SEZ/Kolkata,IN,West Bengal
id_BXR6,INBXR6,DLF SEZ/Kolkata,IN,West Bengal
id_BNX6,INBNX6,UNITECH SEZ/Kolkata,IN,West Bengal
id_BNK6,INBNK6,Kolkata IT Park/Bantala,IN,West Bengal
id_BNW6,INBNW6,Wipro SEZ/Kolkata,IN,West Bengal
